Radius;discrGrade;pointsCount;routedDist;Time;Latitude;Longtitude
200;8;21;17234,7;324;52,49;13,48
200;9;20;17234,7;271;52,49;13,48
200;10;20;17234,7;326;52,49;13,48
200;11;19;17234,7;292;52,49;13,48
200;12;19;17234,7;268;52,49;13,48
200;13;19;17234,7;279;52,49;13,48
200;14;18;17234,7;283;52,49;13,48
200;1;112;15448,8;420;52,49;13,49
200;2;57;15448,8;249;52,49;13,49
200;3;39;15448,8;231;52,49;13,49
200;4;32;15448,8;245;52,49;13,49
200;5;28;15448,8;240;52,49;13,49
200;6;24;15448,8;219;52,49;13,49
200;7;23;15448,8;289;52,49;13,49
200;8;21;15448,8;231;52,49;13,49
200;9;20;15448,8;251;52,49;13,49
200;10;20;15448,8;280;52,49;13,49
200;11;19;15448,8;287;52,49;13,49
200;12;19;15448,8;305;52,49;13,49
200;13;19;15448,8;286;52,49;13,49
200;14;18;15448,8;455;52,49;13,49
200;1;112;14824,9;323;52,49;13,5
200;2;57;14824,9;232;52,49;13,5
200;3;39;14824,9;400;52,49;13,5
200;4;32;14824,9;259;52,49;13,5
200;5;28;14824,9;245;52,49;13,5
200;6;24;14824,9;318;52,49;13,5
200;7;23;14824,9;249;52,49;13,5
200;8;21;14824,9;251;52,49;13,5
200;9;20;14824,9;250;52,49;13,5
200;10;20;14824,9;295;52,49;13,5
200;11;19;14824,9;256;52,49;13,5
200;12;19;14824,9;262;52,49;13,5
200;13;19;14824,9;260;52,49;13,5
200;14;18;14824,9;339;52,49;13,5
200;1;112;13133,1;231;52,49;13,51
200;2;57;13133,1;219;52,49;13,51
200;3;39;13133,1;234;52,49;13,51
200;4;32;13133,1;240;52,49;13,51
200;5;28;13133,1;255;52,49;13,51
200;6;24;13133,1;309;52,49;13,51
200;7;23;13133,1;228;52,49;13,51
200;8;21;13133,1;320;52,49;13,51
200;9;20;13133,1;256;52,49;13,51
200;10;20;13133,1;241;52,49;13,51
200;11;19;13133,1;306;52,49;13,51
200;12;19;13133,1;251;52,49;13,51
200;13;19;13133,1;271;52,49;13,51
200;14;18;13133,1;293;52,49;13,51
200;1;112;27623,7;428;52,5;13,3
200;2;57;27623,7;427;52,5;13,3
200;3;39;27623,7;389;52,5;13,3
200;4;32;27623,7;362;52,5;13,3
200;5;28;27623,7;352;52,5;13,3
200;6;24;27623,7;400;52,5;13,3
200;7;23;27623,7;382;52,5;13,3
200;8;21;27623,7;370;52,5;13,3
200;9;20;27623,7;367;52,5;13,3
200;10;20;27623,7;425;52,5;13,3
200;11;19;27623,7;396;52,5;13,3
200;12;19;27623,7;377;52,5;13,3
200;13;19;27623,7;394;52,5;13,3
200;14;18;27623,7;403;52,5;13,3
200;1;112;26879,3;374;52,5;13,31
200;2;57;26879,3;486;52,5;13,31
200;3;39;26879,3;385;52,5;13,31
200;4;32;26879,3;371;52,5;13,31
200;5;28;26879,3;357;52,5;13,31
200;6;24;26879,3;386;52,5;13,31
200;7;23;26879,3;353;52,5;13,31
200;8;21;26879,3;371;52,5;13,31
200;9;20;26879,3;395;52,5;13,31
200;10;20;26879,3;360;52,5;13,31
200;11;19;26879,3;361;52,5;13,31
200;12;19;26879,3;391;52,5;13,31
200;13;19;26879,3;357;52,5;13,31
200;14;18;26879,3;358;52,5;13,31
200;1;112;26335,5;364;52,5;13,32
200;2;57;26335,5;404;52,5;13,32
200;3;39;26335,5;384;52,5;13,32
200;4;32;26335,5;352;52,5;13,32
200;5;28;26335,5;340;52,5;13,32
200;6;24;26335,5;361;52,5;13,32
200;7;23;26335,5;373;52,5;13,32
200;8;21;26335,5;357;52,5;13,32
200;9;20;26335,5;389;52,5;13,32
200;10;20;26335,5;433;52,5;13,32
200;11;19;26335,5;490;52,5;13,32
200;12;19;26335,5;447;52,5;13,32
200;13;19;26335,5;447;52,5;13,32
200;14;18;26335,5;456;52,5;13,32
200;1;112;25667,2;472;52,5;13,33
200;2;57;25667,2;395;52,5;13,33
200;3;39;25667,2;427;52,5;13,33
200;4;32;25667,2;420;52,5;13,33
200;5;28;25667,2;579;52,5;13,33
200;6;24;25667,2;430;52,5;13,33
200;7;23;25667,2;368;52,5;13,33
200;8;21;25667,2;391;52,5;13,33
200;9;20;25667,2;383;52,5;13,33
200;10;20;25667,2;373;52,5;13,33
200;11;19;25667,2;379;52,5;13,33
200;12;19;25667,2;368;52,5;13,33
200;13;19;25667,2;375;52,5;13,33
200;14;18;25667,2;422;52,5;13,33
200;1;112;24934,4;391;52,5;13,34
200;2;57;24934,4;347;52,5;13,34
200;3;39;24934,4;387;52,5;13,34
200;4;32;24934,4;382;52,5;13,34
200;5;28;24934,4;386;52,5;13,34
200;6;24;24934,4;390;52,5;13,34
200;7;23;24934,4;353;52,5;13,34
200;8;21;24934,4;357;52,5;13,34
200;9;20;24934,4;344;52,5;13,34
200;10;20;24934,4;353;52,5;13,34
200;11;19;24934,4;376;52,5;13,34
200;12;19;24934,4;341;52,5;13,34
200;13;19;24934,4;372;52,5;13,34
200;14;18;24934,4;362;52,5;13,34
200;1;112;24474;400;52,5;13,35
200;2;57;24474;353;52,5;13,35
200;3;39;24474;346;52,5;13,35
200;4;32;24474;343;52,5;13,35
200;5;28;24474;364;52,5;13,35
200;6;24;24474;394;52,5;13,35
200;7;23;24474;351;52,5;13,35
200;8;21;24474;349;52,5;13,35
200;9;20;24474;372;52,5;13,35
200;10;20;24474;356;52,5;13,35
200;11;19;24474;351;52,5;13,35
200;12;19;24474;337;52,5;13,35
200;13;19;24474;362;52,5;13,35
200;14;18;24474;366;52,5;13,35
200;1;112;23674;407;52,5;13,36
200;2;57;23674;367;52,5;13,36
200;3;39;23674;345;52,5;13,36
200;4;32;23674;372;52,5;13,36
200;5;28;23674;355;52,5;13,36
200;6;24;23674;352;52,5;13,36
200;7;23;23674;339;52,5;13,36
200;8;21;23674;341;52,5;13,36
200;9;20;23674;337;52,5;13,36
200;10;20;23674;377;52,5;13,36
200;11;19;23674;333;52,5;13,36
200;12;19;23674;322;52,5;13,36
200;13;19;23674;350;52,5;13,36
200;14;18;23674;377;52,5;13,36
200;1;112;22869,6;355;52,5;13,37
200;2;57;22869,6;338;52,5;13,37
200;3;39;22869,6;336;52,5;13,37
200;4;32;22869,6;332;52,5;13,37
200;5;28;22869,6;315;52,5;13,37
200;6;24;22869,6;520;52,5;13,37
200;7;23;22869,6;386;52,5;13,37
200;8;21;22869,6;359;52,5;13,37
200;9;20;22869,6;400;52,5;13,37
200;10;20;22869,6;345;52,5;13,37
200;11;19;22869,6;366;52,5;13,37
200;12;19;22869,6;344;52,5;13,37
200;13;19;22869,6;338;52,5;13,37
200;14;18;22869,6;354;52,5;13,37
200;1;112;22157,8;379;52,5;13,38
200;2;57;22157,8;329;52,5;13,38
200;3;39;22157,8;300;52,5;13,38
200;4;32;22157,8;348;52,5;13,38
200;5;28;22157,8;305;52,5;13,38
200;6;24;22157,8;310;52,5;13,38
200;7;23;22157,8;295;52,5;13,38
200;8;21;22157,8;336;52,5;13,38
200;9;20;22157,8;328;52,5;13,38
200;10;20;22157,8;331;52,5;13,38
200;11;19;22157,8;319;52,5;13,38
200;12;19;22157,8;321;52,5;13,38
200;13;19;22157,8;385;52,5;13,38
200;14;18;22157,8;374;52,5;13,38
200;1;112;21585,4;391;52,5;13,39
200;2;57;21585,4;378;52,5;13,39
200;3;39;21585,4;397;52,5;13,39
200;4;32;21585,4;381;52,5;13,39
200;5;28;21585,4;384;52,5;13,39
200;6;24;21585,4;340;52,5;13,39
200;7;23;21585,4;390;52,5;13,39
200;8;21;21585,4;359;52,5;13,39
200;9;20;21585,4;338;52,5;13,39
200;10;20;21585,4;334;52,5;13,39
200;11;19;21585,4;346;52,5;13,39
200;12;19;21585,4;326;52,5;13,39
200;13;19;21585,4;347;52,5;13,39
200;14;18;21585,4;365;52,5;13,39
200;1;112;20917,1;404;52,5;13,4
200;2;57;20917,1;381;52,5;13,4
200;3;39;20917,1;327;52,5;13,4
200;4;32;20917,1;361;52,5;13,4
200;5;28;20917,1;375;52,5;13,4
200;6;24;20917,1;326;52,5;13,4
200;7;23;20917,1;292;52,5;13,4
200;8;21;20917,1;358;52,5;13,4
200;9;20;20917,1;308;52,5;13,4
200;10;20;20917,1;363;52,5;13,4
200;11;19;20917,1;309;52,5;13,4
200;12;19;20917,1;311;52,5;13,4
200;13;19;20917,1;324;52,5;13,4
200;14;18;20917,1;301;52,5;13,4
200;1;112;20124,3;332;52,5;13,41
200;2;57;20124,3;315;52,5;13,41
200;3;39;20124,3;307;52,5;13,41
200;4;32;20124,3;294;52,5;13,41
200;5;28;20124,3;321;52,5;13,41
200;6;24;20124,3;306;52,5;13,41
200;7;23;20124,3;296;52,5;13,41
200;8;21;20124,3;296;52,5;13,41
200;9;20;20124,3;375;52,5;13,41
200;10;20;20124,3;302;52,5;13,41
200;11;19;20124,3;343;52,5;13,41
200;12;19;20124,3;283;52,5;13,41
200;13;19;20124,3;294;52,5;13,41
200;14;18;20124,3;285;52,5;13,41
200;1;112;19448,6;332;52,5;13,42
200;2;57;19448,6;316;52,5;13,42
200;3;39;19448,6;299;52,5;13,42
200;4;32;19448,6;302;52,5;13,42
200;5;28;19448,6;294;52,5;13,42
200;6;24;19448,6;309;52,5;13,42
200;7;23;19448,6;324;52,5;13,42
200;8;21;19448,6;282;52,5;13,42
200;9;20;19448,6;278;52,5;13,42
200;10;20;19448,6;299;52,5;13,42
200;11;19;19448,6;302;52,5;13,42
200;12;19;19448,6;288;52,5;13,42
200;13;19;19448,6;293;52,5;13,42
200;14;18;19448,6;302;52,5;13,42
200;1;112;18659;293;52,5;13,43
200;2;57;18659;285;52,5;13,43
200;3;39;18659;297;52,5;13,43
200;4;32;18659;290;52,5;13,43
200;5;28;18659;295;52,5;13,43
200;6;24;18659;289;52,5;13,43
200;7;23;18659;280;52,5;13,43
200;8;21;18659;316;52,5;13,43
200;9;20;18659;354;52,5;13,43
200;10;20;18659;270;52,5;13,43
200;11;19;18659;300;52,5;13,43
200;12;19;18659;278;52,5;13,43
200;13;19;18659;319;52,5;13,43
200;14;18;18659;323;52,5;13,43
200;1;112;17946,1;278;52,5;13,44
200;2;57;17946,1;283;52,5;13,44
200;3;39;17946,1;263;52,5;13,44
200;4;32;17946,1;340;52,5;13,44
200;5;28;17946,1;314;52,5;13,44
200;6;24;17946,1;355;52,5;13,44
200;7;23;17946,1;290;52,5;13,44
200;8;21;17946,1;276;52,5;13,44
200;9;20;17946,1;304;52,5;13,44
200;10;20;17946,1;282;52,5;13,44
200;11;19;17946,1;291;52,5;13,44
200;12;19;17946,1;320;52,5;13,44
200;13;19;17946,1;269;52,5;13,44
200;14;18;17946,1;310;52,5;13,44
200;1;112;17999,2;290;52,5;13,45
200;2;57;17999,2;297;52,5;13,45
200;3;39;17999,2;318;52,5;13,45
200;4;32;17999,2;282;52,5;13,45
200;5;28;17999,2;340;52,5;13,45
200;6;24;17999,2;290;52,5;13,45
200;7;23;17999,2;283;52,5;13,45
200;8;21;17999,2;310;52,5;13,45
200;9;20;17999,2;278;52,5;13,45
200;10;20;17999,2;318;52,5;13,45
200;11;19;17999,2;273;52,5;13,45
200;12;19;17999,2;271;52,5;13,45
200;13;19;17999,2;314;52,5;13,45
200;14;18;17999,2;284;52,5;13,45
200;1;112;16357,1;323;52,5;13,46
200;2;57;16357,1;257;52,5;13,46
200;3;39;16357,1;325;52,5;13,46
200;4;32;16357,1;365;52,5;13,46
200;5;28;16357,1;299;52,5;13,46
200;6;24;16357,1;352;52,5;13,46
200;7;23;16357,1;311;52,5;13,46
200;8;21;16357,1;310;52,5;13,46
200;9;20;16357,1;316;52,5;13,46
200;10;20;16357,1;328;52,5;13,46
200;11;19;16357,1;309;52,5;13,46
200;12;19;16357,1;309;52,5;13,46
200;13;19;16357,1;308;52,5;13,46
200;14;18;16357,1;310;52,5;13,46
200;1;112;15552,8;329;52,5;13,47
200;2;57;15552,8;294;52,5;13,47
200;3;39;15552,8;287;52,5;13,47
200;4;32;15552,8;268;52,5;13,47
200;5;28;15552,8;282;52,5;13,47
200;6;24;15552,8;315;52,5;13,47
200;7;23;15552,8;281;52,5;13,47
200;8;21;15552,8;280;52,5;13,47
200;9;20;15552,8;270;52,5;13,47
200;10;20;15552,8;278;52,5;13,47
200;11;19;15552,8;290;52,5;13,47
200;12;19;15552,8;296;52,5;13,47
200;13;19;15552,8;257;52,5;13,47
200;14;18;15552,8;317;52,5;13,47
200;1;112;14796;311;52,5;13,48
200;2;57;14796;318;52,5;13,48
200;3;39;14796;264;52,5;13,48
200;4;32;14796;238;52,5;13,48
200;5;28;14796;249;52,5;13,48
200;6;24;14796;241;52,5;13,48
200;7;23;14796;263;52,5;13,48
200;8;21;14796;337;52,5;13,48
200;9;20;14796;267;52,5;13,48
200;10;20;14796;242;52,5;13,48
200;11;19;14796;270;52,5;13,48
200;12;19;14796;238;52,5;13,48
200;13;19;14796;270;52,5;13,48
200;14;18;14796;256;52,5;13,48
200;1;112;14039,4;292;52,5;13,49
200;2;57;14039,4;236;52,5;13,49
200;3;39;14039,4;282;52,5;13,49
200;4;32;14039,4;230;52,5;13,49
200;5;28;14039,4;244;52,5;13,49
200;6;24;14039,4;267;52,5;13,49
200;7;23;14039,4;317;52,5;13,49
200;8;21;14039,4;244;52,5;13,49
200;9;20;14039,4;241;52,5;13,49
200;10;20;14039,4;256;52,5;13,49
200;11;19;14039,4;258;52,5;13,49
200;12;19;14039,4;303;52,5;13,49
200;13;19;14039,4;267;52,5;13,49
200;14;18;14039,4;287;52,5;13,49
200;1;112;13364,4;264;52,5;13,5
200;2;57;13364,4;241;52,5;13,5
200;3;39;13364,4;279;52,5;13,5
200;4;32;13364,4;301;52,5;13,5
200;5;28;13364,4;254;52,5;13,5
200;6;24;13364,4;297;52,5;13,5
200;7;23;13364,4;307;52,5;13,5
200;8;21;13364,4;248;52,5;13,5
200;9;20;13364,4;345;52,5;13,5
200;10;20;13364,4;333;52,5;13,5
200;11;19;13364,4;248;52,5;13,5
200;12;19;13364,4;268;52,5;13,5
200;13;19;13364,4;258;52,5;13,5
200;14;18;13364,4;373;52,5;13,5
200;1;112;12930,6;287;52,5;13,51
200;2;57;12930,6;285;52,5;13,51
200;3;39;12930,6;235;52,5;13,51
200;4;32;12930,6;248;52,5;13,51
200;5;28;12930,6;243;52,5;13,51
200;6;24;12930,6;237;52,5;13,51
200;7;23;12930,6;293;52,5;13,51
200;8;21;12930,6;283;52,5;13,51
200;9;20;12930,6;223;52,5;13,51
200;10;20;12930,6;244;52,5;13,51
200;11;19;12930,6;282;52,5;13,51
200;12;19;12930,6;235;52,5;13,51
200;13;19;12930,6;241;52,5;13,51
200;14;18;12930,6;247;52,5;13,51
200;1;112;27149;479;52,51;13,3
200;2;57;27149;365;52,51;13,3
200;3;39;27149;526;52,51;13,3
200;4;32;27149;357;52,51;13,3
200;5;28;27149;350;52,51;13,3
200;6;24;27149;384;52,51;13,3
200;7;23;27149;401;52,51;13,3
200;8;21;27149;400;52,51;13,3
200;9;20;27149;366;52,51;13,3
200;10;20;27149;378;52,51;13,3
200;11;19;27149;390;52,51;13,3
200;12;19;27149;344;52,51;13,3
200;13;19;27149;351;52,51;13,3
200;14;18;27149;372;52,51;13,3
200;1;112;26496,4;368;52,51;13,31
200;2;57;26496,4;356;52,51;13,31
200;3;39;26496,4;368;52,51;13,31
200;4;32;26496,4;351;52,51;13,31
200;5;28;26496,4;438;52,51;13,31
200;6;24;26496,4;389;52,51;13,31
200;7;23;26496,4;395;52,51;13,31
200;8;21;26496,4;403;52,51;13,31
200;9;20;26496,4;362;52,51;13,31
200;10;20;26496,4;353;52,51;13,31
200;11;19;26496,4;363;52,51;13,31
200;12;19;26496,4;368;52,51;13,31
200;13;19;26496,4;388;52,51;13,31
200;14;18;26496,4;381;52,51;13,31
200;1;112;25900,7;451;52,51;13,32
200;2;57;25900,7;479;52,51;13,32
200;3;39;25900,7;475;52,51;13,32
200;4;32;25900,7;382;52,51;13,32
200;5;28;25900,7;382;52,51;13,32
200;6;24;25900,7;367;52,51;13,32
200;7;23;25900,7;369;52,51;13,32
200;8;21;25900,7;368;52,51;13,32
200;9;20;25900,7;395;52,51;13,32
200;10;20;25900,7;363;52,51;13,32
